Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-05995,2021-09-12,2021-09-16,Same Day,CU-5346,Corporate,East,P-73412,Office Supplies,Paper,Hammermill Paper,135.74,11,0.0,30.98
CA-05996,2021-07-27,2021-07-31,Second Class,CU-2117,Home Office,East,P-81269,Office Supplies,Labels,Avery Labels,2077.32,7,0.0,496.73
CA-05997,2020-09-15,2020-09-17,Same Day,CU-1491,Home Office,West,P-70510,Technology,Machines,Cisco TelePresence,3839.6,4,0.0,132.54
CA-05998,2022-04-10,2022-04-11,Standard Class,CU-3556,Corporate,West,P-24004,Furniture,Furnishings,Eldon Shelf,1108.35,3,0.1,88.97
CA-05999,2021-06-05,2021-06-08,Same Day,CU-9454,Consumer,East,P-66461,Technology,Copiers,Xerox DocuCenter Copier,746.36,3,0.3,142.99
CA-06000,2021-12-26,2021-12-31,Same Day,CU-8505,Home Office,East,P-55832,Technology,Copiers,Xerox DocuCenter Copier,3492.47,4,0.3,807.59
CA-06001,2020-09-19,2020-09-23,Same Day,CU-6878,Consumer,West,P-30321,Furniture,Tables,Bevis Computer Table,10255.92,8,0.0,1689.22
CA-06002,2023-04-05,2023-04-08,Same Day,CU-2045,Corporate,South,P-47851,Technology,Machines,Polycom ViewStation,6962.65,5,0.0,448.79
CA-06003,2020-03-02,2020-03-05,Second Class,CU-5289,Corporate,South,P-44537,Office Supplies,Binders,Cardinal Slant-D Binders,5849.36,11,0.0,1659.02
CA-06004,2021-02-15,2021-02-20,Second Class,CU-8033,Consumer,Central,P-53984,Office Supplies,Storage,Tenex Shelf,5320.28,4,0.0,651.38
CA-06005,2022-03-14,2022-03-17,Second Class,CU-8692,Corporate,West,P-44871,Office Supplies,Paper,Xerox Paper,865.14,1,0.1,218.83
CA-06006,2021-02-18,2021-02-19,Same Day,CU-4617,Consumer,South,P-40245,Technology,Copiers,HP LaserJet Copier,6096.94,8,0.3,1799.32
CA-06007,2022-08-02,2022-08-07,Same Day,CU-4099,Corporate,South,P-63900,Furniture,Furnishings,Tensor Lamp,2266.5,4,0.5,140.12
CA-06008,2023-11-18,2023-11-19,Standard Class,CU-6014,Home Office,South,P-93441,Office Supplies,Storage,Tenex Shelf,3219.12,7,0.5,120.15
CA-06009,2020-07-04,2020-07-09,First Class,CU-4624,Home Office,West,P-95358,Furniture,Chairs,Bretford Chair,300.48,5,0.5,47.21
CA-06010,2020-11-08,2020-11-09,Same Day,CU-6229,Home Office,East,P-66806,Office Supplies,Appliances,Fellowes Shredder,11790.6,11,0.1,1852.23
CA-06011,2020-07-17,2020-07-22,First Class,CU-5026,Consumer,Central,P-99177,Technology,Copiers,HP LaserJet Copier,2383.78,13,0.2,558.9
CA-06012,2022-08-24,2022-08-28,Same Day,CU-2112,Corporate,Central,P-76657,Office Supplies,Fasteners,OIC Push Pins,318.85,1,0.2,59.66
CA-06013,2021-08-27,2021-08-29,First Class,CU-8271,Consumer,Central,P-14233,Furniture,Furnishings,Advantus Panel,1325.54,2,0.0,180.59
CA-06014,2021-03-19,2021-03-21,Same Day,CU-2808,Consumer,East,P-62038,Technology,Accessories,Kensington Keyboard,5016.87,5,0.1,1159.8
CA-06015,2020-11-11,2020-11-18,First Class,CU-5891,Home Office,West,P-83719,Technology,Phones,Samsung Galaxy,3608.44,11,0.2,621.05
CA-06016,2023-09-15,2023-09-18,Second Class,CU-5726,Corporate,Central,P-83898,Technology,Phones,Samsung Galaxy,1452.19,1,0.0,126.27
CA-06017,2021-07-11,2021-07-15,First Class,CU-7813,Home Office,South,P-70097,Office Supplies,Labels,Mead File Folders Labels,14829.51,11,0.1,4013.54
CA-06018,2022-08-30,2022-09-03,Second Class,CU-3351,Home Office,West,P-32691,Technology,Phones,Apple iPhone,262.79,1,0.0,64.45
CA-06019,2020-04-15,2020-04-18,Standard Class,CU-8578,Consumer,Central,P-48304,Technology,Accessories,Plantronics Headset,3582.11,5,0.3,663.94
CA-06020,2023-09-15,2023-09-21,First Class,CU-8047,Corporate,West,P-22598,Furniture,Bookcases,O'Sullivan Bookcase,8748.19,11,0.0,-213.43
CA-06021,2020-12-19,2020-12-23,Second Class,CU-7946,Home Office,East,P-57288,Technology,Phones,Motorola Moto,1546.38,12,0.5,80.93
CA-06022,2023-04-05,2023-04-07,Standard Class,CU-9943,Corporate,East,P-26806,Furniture,Bookcases,Bush Bookcases,2456.28,2,0.1,-227.68
CA-06023,2023-01-04,2023-01-07,First Class,CU-2254,Consumer,Central,P-94644,Office Supplies,Envelopes,Wausau Astrobright Envelopes,341.09,1,0.3,77.53
CA-06024,2021-06-24,2021-06-25,First Class,CU-1920,Consumer,East,P-97917,Office Supplies,Appliances,Avery Electric Razor,2716.77,6,0.5,271.07
CA-06025,2020-05-29,2020-06-01,First Class,CU-3158,Corporate,East,P-13619,Office Supplies,Art,Dixon Ticonderoga,616.27,2,0.2,118.69
CA-06026,2020-05-20,2020-05-25,Second Class,CU-4386,Home Office,West,P-71314,Technology,Machines,Cisco TelePresence,1890.57,11,0.0,78.8
CA-06027,2022-10-05,2022-10-09,Same Day,CU-1665,Home Office,East,P-31665,Furniture,Furnishings,Eldon Shelf,10026.85,13,0.2,1132.08
CA-06028,2022-09-16,2022-09-18,First Class,CU-7616,Consumer,Central,P-33901,Technology,Copiers,HP LaserJet Copier,6395.52,12,0.0,1220.88
CA-06029,2021-05-24,2021-05-28,First Class,CU-8866,Consumer,Central,P-57488,Office Supplies,Storage,Tenex Shelf,4700.34,9,0.0,630.53
CA-06030,2022-10-21,2022-10-26,Second Class,CU-8413,Home Office,Central,P-62108,Office Supplies,Paper,Southworth Connoisseur,961.96,11,0.3,169.02
CA-06031,2020-04-26,2020-04-27,Same Day,CU-8984,Consumer,South,P-11649,Furniture,Bookcases,Bush Bookcases,685.53,9,0.5,-100.81
CA-06032,2020-02-15,2020-02-21,Same Day,CU-5094,Corporate,East,P-54803,Technology,Phones,Apple iPhone,2875.97,9,0.2,377.66
CA-06033,2021-01-06,2021-01-08,Standard Class,CU-2470,Corporate,East,P-55357,Technology,Phones,Apple iPhone,10867.92,8,0.0,1157.04
CA-06034,2023-04-14,2023-04-20,First Class,CU-9193,Corporate,West,P-64921,Furniture,Tables,Chromcraft Table,1322.16,12,0.3,-238.85
CA-06035,2022-06-25,2022-07-02,Second Class,CU-6331,Home Office,South,P-53084,Office Supplies,Paper,Hammermill Paper,86.87,5,0.3,9.53
CA-06036,2021-02-23,2021-03-01,Standard Class,CU-1734,Consumer,West,P-73836,Furniture,Bookcases,O'Sullivan Bookcase,4924.94,6,0.2,131.43
CA-06037,2021-08-25,2021-08-28,Same Day,CU-5341,Consumer,East,P-94376,Office Supplies,Art,Fiskars Scissors,735.95,7,0.5,131.93
CA-06038,2021-11-27,2021-12-01,First Class,CU-4041,Consumer,East,P-76799,Technology,Accessories,Plantronics Headset,769.26,1,0.0,144.15
CA-06039,2021-08-01,2021-08-08,First Class,CU-8150,Corporate,West,P-90139,Office Supplies,Appliances,Avery Electric Razor,1115.28,4,0.0,128.99
CA-06040,2021-10-26,2021-10-31,Standard Class,CU-3623,Consumer,West,P-50083,Furniture,Tables,Chromcraft Table,2471.86,13,0.1,-211.29
CA-06041,2023-12-07,2023-12-13,Standard Class,CU-7995,Home Office,West,P-97703,Furniture,Bookcases,Bush Bookcases,9886.62,13,0.1,-58.63
CA-06042,2021-10-22,2021-10-24,Standard Class,CU-9502,Consumer,West,P-60042,Office Supplies,Binders,Avery Heavy Binders,8965.04,14,0.3,257.75
CA-06043,2022-02-20,2022-02-26,Standard Class,CU-1006,Consumer,East,P-93102,Furniture,Chairs,Bretford Chair,1291.29,1,0.0,84.07
CA-06044,2021-07-17,2021-07-22,Same Day,CU-3289,Home Office,West,P-71588,Furniture,Chairs,Hon Executive Chair,1793.36,4,0.5,-3.29
CA-06045,2023-05-07,2023-05-09,Standard Class,CU-5803,Consumer,Central,P-77370,Furniture,Bookcases,Bush Bookcases,4749.36,11,0.0,-1162.92
CA-06046,2020-09-04,2020-09-11,Second Class,CU-9468,Corporate,East,P-45777,Office Supplies,Art,Sanford Pencils,1018.78,7,0.0,169.24
CA-06047,2020-04-01,2020-04-04,Second Class,CU-6772,Consumer,South,P-60807,Office Supplies,Labels,Avery Labels,4056.12,4,0.0,1134.82
CA-06048,2021-05-03,2021-05-10,Second Class,CU-4838,Corporate,Central,P-53721,Office Supplies,Supplies,Dixon Ticonderoga Pencils,9246.51,13,0.0,-775.82
CA-06049,2020-05-04,2020-05-05,First Class,CU-6882,Consumer,East,P-69188,Technology,Machines,Cisco TelePresence,2750.53,5,0.5,246.08
CA-06050,2023-02-01,2023-02-04,Same Day,CU-7595,Corporate,West,P-48970,Furniture,Bookcases,Bush Bookcases,3367.08,10,0.1,740.07
CA-06051,2020-10-13,2020-10-17,First Class,CU-8105,Home Office,South,P-97883,Office Supplies,Fasteners,OIC Push Pins,1079.85,3,0.0,216.15
CA-06052,2022-09-25,2022-09-28,First Class,CU-7373,Consumer,East,P-17514,Furniture,Bookcases,Sauder Bookcases,6751.74,8,0.2,307.19
CA-06053,2022-10-30,2022-11-02,Standard Class,CU-4330,Corporate,East,P-99525,Office Supplies,Appliances,Avery Electric Razor,11060.24,8,0.0,1758.35
CA-06054,2022-05-23,2022-05-30,Standard Class,CU-8149,Consumer,East,P-59938,Office Supplies,Labels,Mead File Folders Labels,2653.72,4,0.5,681.54
CA-06055,2021-02-23,2021-02-27,First Class,CU-3313,Corporate,South,P-20400,Office Supplies,Paper,Southworth Connoisseur,8330.04,12,0.1,1749.99
CA-06056,2022-07-15,2022-07-18,Standard Class,CU-7508,Corporate,South,P-66698,Furniture,Furnishings,Tensor Lamp,3236.37,3,0.0,705.51
CA-06057,2020-12-06,2020-12-07,Same Day,CU-8333,Corporate,East,P-20116,Office Supplies,Envelopes,Wausau Astrobright Envelopes,498.64,1,0.2,138.0
CA-06058,2020-01-01,2020-01-03,Standard Class,CU-2248,Corporate,West,P-76597,Technology,Accessories,Kensington Keyboard,4146.17,7,0.0,426.63
CA-06059,2022-07-12,2022-07-18,Same Day,CU-9381,Consumer,Central,P-78647,Technology,Machines,Cisco TelePresence,17656.76,14,0.1,-1993.93
CA-06060,2022-10-25,2022-10-28,Standard Class,CU-6589,Consumer,Central,P-32988,Technology,Phones,Samsung Galaxy,9601.36,8,0.0,658.22
CA-06061,2021-12-27,2022-01-01,Same Day,CU-8205,Home Office,Central,P-46984,Office Supplies,Labels,Avery Labels,1696.95,3,0.0,398.19
CA-06062,2020-10-19,2020-10-26,Standard Class,CU-9512,Home Office,West,P-35778,Technology,Accessories,Plantronics Headset,8039.79,9,0.0,1248.09
CA-06063,2022-01-27,2022-02-01,Standard Class,CU-5064,Consumer,East,P-18354,Technology,Copiers,Xerox DocuCenter Copier,907.08,1,0.0,142.64
CA-06064,2023-06-05,2023-06-11,Same Day,CU-3373,Corporate,West,P-22534,Office Supplies,Fasteners,OIC Staples,10242.75,13,0.2,1600.87
CA-06065,2023-04-21,2023-04-27,Standard Class,CU-7337,Consumer,Central,P-10724,Technology,Copiers,Xerox DocuCenter Copier,3059.36,4,0.0,500.57
CA-06066,2022-06-17,2022-06-19,Standard Class,CU-6323,Consumer,Central,P-18008,Furniture,Tables,Chromcraft Table,1230.86,2,0.0,-394.61
CA-06067,2023-09-13,2023-09-19,Second Class,CU-3437,Home Office,East,P-82285,Office Supplies,Storage,Eldon Jumbo Storage,6555.52,10,0.2,1081.45
CA-06068,2021-02-04,2021-02-11,Standard Class,CU-7449,Consumer,Central,P-67783,Technology,Phones,Motorola Moto,16797.82,13,0.0,1518.65
CA-06069,2021-01-01,2021-01-04,Second Class,CU-2457,Corporate,Central,P-22833,Technology,Machines,Cisco TelePresence,4030.05,5,0.0,120.98
CA-06070,2022-12-14,2022-12-16,Second Class,CU-2764,Home Office,East,P-41219,Furniture,Bookcases,Bush Bookcases,723.32,1,0.3,-147.78
CA-06071,2023-07-10,2023-07-17,Second Class,CU-8915,Consumer,West,P-88949,Furniture,Tables,Lesro Table,4926.33,10,0.1,-313.33
CA-06072,2020-04-15,2020-04-17,Same Day,CU-9385,Consumer,East,P-22993,Technology,Accessories,Plantronics Headset,4560.01,13,0.0,450.73
CA-06073,2023-11-06,2023-11-08,Standard Class,CU-3646,Corporate,East,P-27243,Office Supplies,Binders,Cardinal Slant-D Binders,2560.24,4,0.3,170.19
CA-06074,2021-01-20,2021-01-25,Standard Class,CU-8487,Corporate,West,P-61096,Furniture,Furnishings,Advantus Panel,3831.1,14,0.5,292.47
CA-06075,2023-05-06,2023-05-13,Second Class,CU-7591,Corporate,Central,P-33448,Technology,Copiers,HP LaserJet Copier,5969.15,11,0.0,1087.58
CA-06076,2020-05-02,2020-05-07,Second Class,CU-6369,Home Office,East,P-97367,Furniture,Bookcases,Bush Bookcases,8822.8,10,0.3,-1210.25
CA-06077,2022-07-25,2022-07-29,Standard Class,CU-6399,Corporate,Central,P-55833,Furniture,Tables,Bevis Computer Table,3675.85,5,0.0,-1126.3
CA-06078,2021-11-29,2021-12-01,Same Day,CU-7890,Corporate,South,P-52489,Technology,Copiers,Xerox DocuCenter Copier,4952.88,6,0.0,488.87
CA-06079,2021-05-04,2021-05-05,Second Class,CU-8472,Home Office,West,P-71567,Technology,Accessories,Logitech Mouse,373.44,4,0.5,0.95
CA-06080,2022-03-23,2022-03-24,Second Class,CU-7026,Home Office,West,P-68862,Technology,Machines,Polycom ViewStation,892.6,10,0.0,-111.06
CA-06081,2020-03-28,2020-03-31,First Class,CU-9259,Corporate,East,P-86519,Furniture,Bookcases,Sauder Bookcases,7390.62,9,0.0,-201.56
CA-06082,2021-04-02,2021-04-08,Second Class,CU-6853,Home Office,West,P-12683,Technology,Machines,Polycom ViewStation,1104.36,6,0.0,112.18
CA-06083,2021-01-25,2021-01-30,Second Class,CU-8650,Home Office,East,P-39621,Office Supplies,Envelopes,Wausau Astrobright Envelopes,7242.0,8,0.0,1640.53
CA-06084,2021-02-07,2021-02-11,Standard Class,CU-4726,Consumer,Central,P-84360,Furniture,Bookcases,O'Sullivan Bookcase,235.17,1,0.5,33.61
CA-06085,2022-12-08,2022-12-09,Same Day,CU-7247,Home Office,East,P-84145,Furniture,Bookcases,Sauder Bookcases,8257.69,10,0.3,-214.98
CA-06086,2023-07-18,2023-07-25,Second Class,CU-8694,Corporate,South,P-74018,Technology,Machines,Cisco TelePresence,1418.01,3,0.0,-4.86
CA-06087,2023-07-19,2023-07-22,Standard Class,CU-6909,Home Office,Central,P-53383,Office Supplies,Supplies,Boston Pencil Sharpener,3799.89,3,0.0,-462.5
CA-06088,2023-09-15,2023-09-21,Standard Class,CU-3189,Consumer,South,P-26028,Furniture,Chairs,Global Leather Chair,7424.0,8,0.0,-198.4
CA-06089,2020-06-14,2020-06-17,First Class,CU-5849,Corporate,Central,P-73887,Office Supplies,Labels,Mead File Folders Labels,2189.37,7,0.3,479.53
CA-06090,2022-03-05,2022-03-08,Standard Class,CU-5528,Corporate,West,P-86644,Furniture,Chairs,Hon Executive Chair,898.51,1,0.0,7.43
CA-06091,2020-07-13,2020-07-17,Standard Class,CU-7824,Home Office,West,P-34220,Furniture,Tables,Chromcraft Table,11423.58,14,0.0,-2358.36
CA-06092,2020-05-03,2020-05-06,Standard Class,CU-8818,Corporate,West,P-87561,Furniture,Tables,Chromcraft Table,276.84,12,0.0,-8.61
CA-06093,2020-03-22,2020-03-27,First Class,CU-1183,Home Office,Central,P-20574,Office Supplies,Envelopes,Wausau Astrobright Envelopes,1511.02,11,0.5,343.19
CA-06094,2022-03-27,2022-04-01,Same Day,CU-8434,Home Office,Central,P-63009,Furniture,Furnishings,Eldon Shelf,7434.24,13,0.5,795.12
CA-06095,2021-08-09,2021-08-15,First Class,CU-5717,Consumer,East,P-43733,Technology,Copiers,HP LaserJet Copier,6643.55,5,0.0,1331.04
CA-06096,2021-10-12,2021-10-16,Same Day,CU-7593,Consumer,East,P-73160,Office Supplies,Paper,Southworth Connoisseur,6162.43,13,0.3,1228.81
CA-06097,2022-02-22,2022-02-26,First Class,CU-6105,Home Office,South,P-14684,Technology,Phones,Samsung Galaxy,5726.45,9,0.2,1062.19
CA-06098,2020-01-19,2020-01-23,Standard Class,CU-7531,Corporate,South,P-79253,Furniture,Bookcases,O'Sullivan Bookcase,9223.9,10,0.0,398.8
CA-06099,2021-06-06,2021-06-13,First Class,CU-9695,Corporate,East,P-94077,Office Supplies,Supplies,Boston Pencil Sharpener,1493.5,10,0.5,-247.65
CA-06100,2020-05-09,2020-05-10,Second Class,CU-1303,Consumer,South,P-79870,Furniture,Bookcases,Bush Bookcases,1060.03,1,0.2,11.2
CA-06101,2023-09-06,2023-09-07,First Class,CU-8430,Home Office,South,P-27800,Office Supplies,Appliances,Avery Electric Razor,4277.28,6,0.0,55.9
CA-06102,2021-07-12,2021-07-13,Same Day,CU-9763,Consumer,East,P-78296,Furniture,Furnishings,Tensor Lamp,391.68,3,0.0,45.91
CA-06103,2023-01-24,2023-01-27,Second Class,CU-5595,Corporate,South,P-92844,Office Supplies,Envelopes,Poly String-Tie Envelopes,7737.93,10,0.1,1531.7
CA-06104,2020-04-04,2020-04-11,Second Class,CU-8216,Home Office,West,P-29291,Office Supplies,Paper,Southworth Connoisseur,11932.03,12,0.2,1956.94
CA-06105,2023-11-14,2023-11-17,Second Class,CU-4256,Corporate,Central,P-80620,Technology,Phones,Apple iPhone,8200.24,8,0.0,1502.94
CA-06106,2020-12-21,2020-12-24,Second Class,CU-9224,Corporate,East,P-36772,Technology,Machines,Cisco TelePresence,5478.62,14,0.0,398.5
CA-06107,2022-05-25,2022-05-27,First Class,CU-7847,Home Office,West,P-56409,Technology,Copiers,HP LaserJet Copier,625.73,2,0.3,98.99
CA-06108,2022-06-27,2022-07-04,Second Class,CU-4152,Home Office,East,P-94020,Office Supplies,Paper,Xerox Paper,7212.0,10,0.0,1258.02
CA-06109,2021-12-06,2021-12-13,Standard Class,CU-7169,Corporate,Central,P-47055,Furniture,Chairs,Bretford Chair,1608.0,6,0.5,-27.92
CA-06110,2023-10-28,2023-11-03,Second Class,CU-5379,Home Office,West,P-86379,Technology,Machines,Cisco TelePresence,2765.56,14,0.0,438.06
CA-06111,2023-05-09,2023-05-15,Same Day,CU-6690,Home Office,Central,P-12340,Technology,Phones,Apple iPhone,3413.85,11,0.5,549.4
CA-06112,2020-09-25,2020-10-02,Second Class,CU-1510,Consumer,Central,P-43295,Office Supplies,Paper,Southworth Connoisseur,6659.77,13,0.0,653.27
CA-06113,2022-05-30,2022-06-01,Standard Class,CU-3333,Corporate,East,P-49583,Technology,Accessories,Plantronics Headset,8.42,1,0.0,1.03
CA-06114,2023-11-01,2023-11-07,First Class,CU-6527,Home Office,East,P-91191,Office Supplies,Art,Fiskars Scissors,2226.01,2,0.1,405.48
CA-06115,2022-06-08,2022-06-14,Same Day,CU-5975,Consumer,South,P-83448,Office Supplies,Paper,Southworth Connoisseur,529.28,4,0.0,97.19
CA-06116,2023-06-11,2023-06-14,Same Day,CU-3405,Consumer,South,P-20169,Technology,Machines,Polycom ViewStation,5325.15,5,0.0,531.1
CA-06117,2021-04-04,2021-04-07,First Class,CU-8776,Corporate,Central,P-65338,Technology,Accessories,Plantronics Headset,3104.19,10,0.1,490.75
CA-06118,2023-06-18,2023-06-24,Same Day,CU-1710,Consumer,Central,P-49615,Furniture,Tables,Bevis Computer Table,1491.03,9,0.0,-55.04
CA-06119,2023-01-15,2023-01-21,Second Class,CU-5972,Consumer,Central,P-15301,Office Supplies,Paper,Hammermill Paper,13272.03,9,0.0,3180.41
CA-06120,2021-05-24,2021-05-31,Second Class,CU-6240,Consumer,Central,P-37378,Furniture,Furnishings,Tensor Lamp,4798.3,8,0.3,795.26
CA-06121,2020-02-14,2020-02-20,First Class,CU-3807,Home Office,Central,P-92983,Furniture,Tables,Lesro Table,1487.11,1,0.0,62.29
CA-06122,2023-01-14,2023-01-17,Second Class,CU-5919,Home Office,West,P-40486,Furniture,Bookcases,Bush Bookcases,1972.8,5,0.0,-83.64
CA-06123,2020-01-06,2020-01-07,Same Day,CU-6251,Home Office,East,P-17549,Office Supplies,Envelopes,Wausau Astrobright Envelopes,2362.38,2,0.0,532.64
CA-06124,2023-02-12,2023-02-17,First Class,CU-3669,Corporate,East,P-61929,Technology,Machines,Polycom ViewStation,4054.18,9,0.2,-832.63
CA-06125,2020-01-27,2020-02-02,Second Class,CU-8616,Corporate,West,P-85709,Office Supplies,Labels,Mead File Folders Labels,545.3,10,0.5,148.51
CA-06126,2022-08-14,2022-08-21,Same Day,CU-2649,Consumer,West,P-73156,Office Supplies,Appliances,Fellowes Shredder,1635.84,2,0.1,40.06
CA-06127,2022-11-02,2022-11-06,Standard Class,CU-8189,Corporate,East,P-64599,Furniture,Furnishings,Eldon Shelf,2397.02,4,0.2,297.11
CA-06128,2020-08-05,2020-08-09,Standard Class,CU-2363,Consumer,Central,P-21335,Office Supplies,Envelopes,Poly String-Tie Envelopes,1318.0,14,0.3,215.69
CA-06129,2021-09-03,2021-09-09,Same Day,CU-5025,Home Office,Central,P-50171,Technology,Phones,Samsung Galaxy,11287.33,12,0.3,2705.74
CA-06130,2022-08-17,2022-08-18,Standard Class,CU-7193,Corporate,East,P-82019,Technology,Phones,Apple iPhone,10926.04,12,0.1,1464.45
CA-06131,2020-10-21,2020-10-25,Same Day,CU-2572,Corporate,West,P-73316,Technology,Copiers,HP LaserJet Copier,10440.41,11,0.2,1190.73
CA-06132,2020-10-08,2020-10-10,Standard Class,CU-3638,Corporate,East,P-41437,Technology,Copiers,HP LaserJet Copier,2412.62,2,0.0,411.35
CA-06133,2021-06-24,2021-06-27,Standard Class,CU-6613,Corporate,East,P-87739,Furniture,Chairs,Hon Executive Chair,1497.02,13,0.1,128.36
CA-06134,2023-01-25,2023-01-31,Second Class,CU-2095,Consumer,East,P-24203,Office Supplies,Fasteners,OIC Staples,9464.96,8,0.0,2062.95
CA-06135,2020-04-28,2020-05-01,Second Class,CU-1298,Consumer,East,P-61940,Office Supplies,Storage,Eldon Jumbo Storage,166.62,2,0.0,22.01
CA-06136,2021-04-24,2021-05-01,Standard Class,CU-3147,Consumer,South,P-86435,Technology,Machines,Cisco TelePresence,13384.61,12,0.2,231.32
CA-06137,2022-09-21,2022-09-23,First Class,CU-7471,Consumer,East,P-89553,Furniture,Chairs,Global Leather Chair,254.7,2,0.0,10.1
CA-06138,2021-03-25,2021-03-27,Same Day,CU-1348,Consumer,Central,P-71529,Furniture,Furnishings,Tensor Lamp,687.28,2,0.0,60.02
CA-06139,2021-05-20,2021-05-21,Same Day,CU-1385,Consumer,South,P-17553,Technology,Machines,Cisco TelePresence,6680.83,6,0.1,1846.61
CA-06140,2020-05-28,2020-06-03,First Class,CU-5911,Consumer,Central,P-49643,Office Supplies,Supplies,Boston Pencil Sharpener,1516.34,2,0.2,-413.05
CA-06141,2020-04-28,2020-05-01,First Class,CU-2619,Corporate,East,P-69996,Furniture,Furnishings,Eldon Shelf,13506.75,14,0.2,244.06
CA-06142,2021-04-08,2021-04-15,Standard Class,CU-3590,Corporate,East,P-81087,Furniture,Tables,Lesro Table,61.53,10,0.3,-16.86
CA-06143,2021-11-14,2021-11-19,Second Class,CU-8602,Home Office,Central,P-10411,Office Supplies,Paper,Xerox Paper,1127.64,12,0.0,225.92
CA-06144,2022-07-14,2022-07-18,Same Day,CU-1500,Corporate,Central,P-33470,Technology,Phones,Motorola Moto,1747.47,13,0.3,375.09
CA-06145,2023-07-11,2023-07-17,Same Day,CU-5325,Home Office,South,P-81510,Technology,Machines,Polycom ViewStation,1060.15,7,0.0,-132.56
CA-06146,2023-02-21,2023-02-27,First Class,CU-6261,Home Office,West,P-96083,Furniture,Chairs,Bretford Chair,3666.69,9,0.0,415.06
CA-06147,2021-03-10,2021-03-16,Second Class,CU-9797,Home Office,East,P-85915,Office Supplies,Paper,Xerox Paper,4969.92,6,0.0,859.02
CA-06148,2020-10-16,2020-10-22,First Class,CU-1116,Home Office,East,P-79565,Furniture,Furnishings,Tensor Lamp,13246.37,12,0.2,1272.94
CA-06149,2022-10-06,2022-10-09,Standard Class,CU-7812,Consumer,East,P-82505,Furniture,Furnishings,Tensor Lamp,489.55,12,0.3,86.25
CA-06150,2022-12-18,2022-12-23,Second Class,CU-5604,Home Office,Central,P-71759,Furniture,Bookcases,O'Sullivan Bookcase,389.74,13,0.0,-78.23
CA-06151,2022-10-18,2022-10-20,Same Day,CU-3246,Consumer,South,P-43969,Technology,Machines,Cisco TelePresence,1171.88,1,0.0,84.21
CA-06152,2022-02-28,2022-03-03,Second Class,CU-3577,Home Office,Central,P-11935,Furniture,Furnishings,Tensor Lamp,5939.68,14,0.3,128.33
CA-06153,2020-10-02,2020-10-09,Standard Class,CU-3212,Home Office,South,P-89388,Furniture,Tables,Bevis Computer Table,4718.09,13,0.5,193.37
CA-06154,2023-05-31,2023-06-06,Standard Class,CU-6639,Consumer,Central,P-84773,Furniture,Chairs,Bretford Chair,1281.87,3,0.0,-97.47
CA-06155,2022-02-19,2022-02-23,Standard Class,CU-6365,Consumer,West,P-97320,Office Supplies,Storage,Eldon Jumbo Storage,60.9,14,0.5,1.0
CA-06156,2021-08-14,2021-08-20,Second Class,CU-8300,Consumer,Central,P-77551,Technology,Machines,Cisco TelePresence,146.5,10,0.0,-16.8
CA-06157,2022-12-12,2022-12-13,First Class,CU-2602,Home Office,East,P-46282,Technology,Accessories,Plantronics Headset,7514.39,9,0.3,818.98
CA-06158,2022-07-10,2022-07-14,Same Day,CU-4282,Corporate,West,P-55232,Office Supplies,Art,Dixon Ticonderoga,3197.5,5,0.0,799.54
CA-06159,2023-06-12,2023-06-17,First Class,CU-9026,Home Office,South,P-91778,Furniture,Bookcases,O'Sullivan Bookcase,8539.05,13,0.0,349.9
CA-06160,2020-10-01,2020-10-04,Standard Class,CU-3170,Consumer,East,P-34824,Furniture,Tables,Bevis Computer Table,7932.49,6,0.1,-108.66
CA-06161,2023-11-21,2023-11-26,Same Day,CU-4085,Home Office,East,P-50032,Technology,Phones,Motorola Moto,1297.93,2,0.1,199.21
CA-06162,2021-01-21,2021-01-27,Second Class,CU-6984,Home Office,South,P-12689,Office Supplies,Labels,Avery Labels,3310.19,13,0.0,918.41
CA-06163,2023-09-10,2023-09-13,First Class,CU-1121,Consumer,South,P-99010,Technology,Accessories,Kensington Keyboard,6261.57,5,0.1,1356.39
CA-06164,2022-07-08,2022-07-14,Same Day,CU-5445,Home Office,West,P-15531,Furniture,Furnishings,Tensor Lamp,653.29,1,0.0,104.19
CA-06165,2022-07-10,2022-07-17,Standard Class,CU-8450,Corporate,South,P-74131,Office Supplies,Envelopes,Poly String-Tie Envelopes,4059.06,3,0.0,884.18
CA-06166,2021-06-18,2021-06-20,Standard Class,CU-8820,Home Office,East,P-62627,Technology,Phones,Samsung Galaxy,6616.84,6,0.1,1349.38
CA-06167,2023-08-15,2023-08-22,Same Day,CU-8310,Corporate,South,P-41395,Technology,Machines,Polycom ViewStation,10195.76,8,0.0,1306.5
CA-06168,2023-01-08,2023-01-12,Standard Class,CU-6404,Home Office,West,P-76656,Technology,Accessories,Logitech Mouse,15198.81,11,0.0,679.22
CA-06169,2021-01-06,2021-01-09,Second Class,CU-6673,Corporate,Central,P-83714,Office Supplies,Envelopes,Wausau Astrobright Envelopes,7548.63,7,0.2,1410.48
CA-06170,2021-06-01,2021-06-03,Standard Class,CU-9582,Home Office,Central,P-35302,Office Supplies,Envelopes,Wausau Astrobright Envelopes,10476.62,7,0.0,2129.13
